Time[s], Channel 0
0.18273, 0
0.18274, 1
0.18275, 0
0.18276, 1
0.18278, 0
0.18279, 1
0.18281, 0
0.18282, 1
0.18283, 0
0.18284, 1
0.18286, 0
0.18287, 1
0.18291, 0
0.18292, 1
0.18294, 0
0.18295, 1
0.18296, 0
0.18297, 1
0.18299, 0
0.18300, 1
0.18302, 0
0.18303, 1
0.18304, 0
0.18305, 1
0.18307, 0
0.18308, 1
0.18310, 0
0.18311, 1
0.18312, 0
0.18313, 1
0.18315, 0
0.18316, 1
0.18318, 0
0.18319, 1
0.18320, 0
0.18321, 1
0.18323, 0
0.18324, 1
0.18328, 0
0.18329, 1
0.18331, 0
0.18332, 1
0.18333, 0
0.18334, 1
0.18336, 0
0.18337, 1
0.18339, 0
0.18340, 1
0.18341, 0
0.18342, 1
0.18344, 0
0.18345, 1
0.18347, 0
0.18348, 1
0.18349, 0
0.18350, 1
0.18352, 0
0.18353, 1
0.18357, 0
0.18358, 1
0.18360, 0
0.18361, 1
0.18362, 0
0.18363, 1
0.18365, 0
0.18366, 1
0.18368, 0
0.18369, 1
0.18370, 0
0.18371, 1
0.18373, 0
0.18374, 1
0.18376, 0
0.18377, 1
0.18378, 0
0.18379, 1
0.18381, 0
0.18382, 1
0.18386, 0
0.18387, 1
0.18389, 0
0.18390, 1
0.18391, 0
0.18392, 1
0.18394, 0
0.18395, 1
0.18397, 0
0.18398, 1
0.18399, 0
0.18400, 1
0.18402, 0
0.18403, 1
0.18405, 0
0.18406, 1
0.18407, 0
0.18408, 1
0.18410, 0
0.18411, 1
0.18415, 0
0.18416, 1
0.18418, 0
0.18419, 1
0.18420, 0
0.18421, 1
0.18423, 0
0.18424, 1
0.18426, 0
0.18427, 1
0.18428, 0
0.18429, 1
0.18431, 0
0.18432, 1
0.18434, 0
0.18435, 1
0.18436, 0
0.18437, 1
0.18439, 0
0.18440, 1
0.18442, 0
0.18443, 1
0.18444, 0
0.18445, 1
0.18447, 0
0.18448, 1
0.18452, 0
0.18453, 1
0.18455, 0
0.18456, 1
0.18457, 0
0.18458, 1
0.18460, 0
0.18461, 1
0.18463, 0
0.18464, 1
0.18465, 0
0.18466, 1
0.18468, 0
0.18469, 1
0.18471, 0
0.18472, 1
0.18473, 0
0.18474, 1
0.18476, 0
0.18477, 1
0.18481, 0
0.18482, 1
0.18484, 0
0.18485, 1
0.18486, 0
0.18487, 1
0.18489, 0
0.18490, 1
0.18492, 0
0.18493, 1
0.18494, 0
0.18495, 1
0.18497, 0
0.18498, 1
0.18500, 0
0.18501, 1
0.18502, 0
0.18503, 1
0.18505, 0
0.18506, 1
0.18510, 0
0.18511, 1
0.18513, 0
0.18514, 1
0.18515, 0
0.18516, 1
0.18518, 0
0.18519, 1
0.18521, 0
0.18522, 1
0.18523, 0
0.18524, 1
0.18526, 0
0.18527, 1
0.18529, 0
0.18530, 1
0.18531, 0
0.18532, 1
0.18534, 0
0.18535, 1
0.18539, 0
0.18540, 1
0.18542, 0
0.18543, 1
0.18544, 0
0.18545, 1
0.18547, 0
0.18548, 1
0.18550, 0
0.18551, 1
0.18552, 0
0.18553, 1
0.18555, 0
0.18556, 1
0.18558, 0
0.18559, 1
0.18560, 0
0.18561, 1
0.18563, 0
0.18564, 1
0.18566, 0
0.18567, 1
0.18568, 0
0.18569, 1
0.18571, 0
0.18572, 1
0.18576, 0
0.18577, 1
0.18579, 0
0.18580, 1
0.18581, 0
0.18582, 1
0.18584, 0
0.18585, 1
0.18587, 0
0.18588, 1
0.18589, 0
0.18590, 1
0.18592, 0
0.18593, 1
0.18595, 0
0.18596, 1
0.18597, 0
0.18598, 1
0.18600, 0
0.18601, 1
0.18605, 0
0.18606, 1
0.18608, 0
0.18609, 1
0.18610, 0
0.18611, 1
0.18613, 0
0.18614, 1
0.18616, 0
0.18617, 1
0.18618, 0
0.18619, 1
0.18621, 0
0.18622, 1
0.18624, 0
0.18625, 1
0.18626, 0
0.18627, 1
0.18629, 0
0.18630, 1
0.18634, 0
0.18635, 1
0.18637, 0
0.18638, 1
0.18642, 0
0.18643, 1
0.18645, 0
0.18870, 1
0.18871, 0
0.18872, 1
0.18874, 0
0.18875, 1
0.18877, 0
0.18878, 1
0.18879, 0
0.18880, 1
0.18882, 0
0.18883, 1
0.18887, 0
0.18888, 1
0.18890, 0
0.18891, 1
0.18892, 0
0.18893, 1
0.18895, 0
0.18896, 1
0.18898, 0
0.18899, 1
0.18900, 0
0.18901, 1
0.18903, 0
0.18904, 1
0.18906, 0
0.18907, 1
0.18908, 0
0.18909, 1
0.18911, 0
0.18912, 1
0.18916, 0
0.18917, 1
0.18919, 0
0.18920, 1
0.18921, 0
0.18922, 1
0.18924, 0
0.18925, 1
0.18927, 0
0.28527, 1
0.28529, 0
0.28530, 1
0.28531, 0
0.28532, 1
0.28534, 0
0.28535, 1
0.28539, 0
0.28540, 1
0.28542, 0
0.28543, 1
0.28547, 0
0.28548, 1
0.28550, 0
0.28551, 1
0.28552, 0
0.28553, 1
0.28555, 0
0.28556, 1
0.28558, 0
0.28559, 1
0.28560, 0
0.28561, 1
0.28563, 0
0.28564, 1
0.28568, 0
0.28569, 1
0.28571, 0
0.28572, 1
0.28576, 0
0.28577, 1
0.28579, 0
0.28580, 1
0.28581, 0
0.28582, 1
0.28584, 0
0.28585, 1
0.28587, 0
0.28588, 1
0.28589, 0
0.28590, 1
0.28592, 0
0.28593, 1
0.28597, 0
0.28598, 1
0.28600, 0
0.28601, 1
0.28605, 0
0.28606, 1
0.28608, 0
0.28609, 1
0.28610, 0
0.28611, 1
0.28613, 0
0.28614, 1
0.28616, 0
0.28617, 1
0.28618, 0
0.28619, 1
0.28621, 0
0.28622, 1
0.28626, 0
0.28627, 1
0.28629, 0
0.28630, 1
0.28631, 0
0.28632, 1
0.28634, 0
0.28635, 1
0.28637, 0
0.28638, 1
0.28639, 0
0.28640, 1
0.28642, 0
0.28643, 1
0.28645, 0
0.28646, 1
0.28647, 0
0.28648, 1
0.28650, 0
0.28651, 1
0.28655, 0
0.28656, 1
0.28658, 0
0.28659, 1
0.28660, 0
0.28661, 1
0.28663, 0
0.28664, 1
0.28666, 0
0.28667, 1
0.28668, 0
0.28669, 1
0.28671, 0
0.28672, 1
0.28674, 0
0.28675, 1
0.28676, 0
0.28677, 1
0.28679, 0
0.28680, 1
0.28684, 0
0.28685, 1
0.28687, 0
0.28688, 1
0.28689, 0
0.28690, 1
0.28692, 0
0.28693, 1
0.28695, 0
0.28696, 1
0.28697, 0
0.28698, 1
0.28700, 0
0.28701, 1
0.28703, 0
0.28704, 1
0.28705, 0
0.28706, 1
0.28708, 0
0.28709, 1
0.28713, 0
0.28714, 1
0.28716, 0
0.28717, 1
0.28718, 0
0.28719, 1
0.28721, 0
0.28722, 1
0.28724, 0
0.28725, 1
0.28726, 0
0.28727, 1
0.28729, 0
0.28730, 1
0.28732, 0
0.28733, 1
0.28734, 0
0.28735, 1
0.28737, 0
0.28738, 1
0.28742, 0
0.28743, 1
0.28745, 0
0.28746, 1
0.28750, 0
0.28751, 1
0.28753, 0
0.28754, 1
0.28755, 0
0.28756, 1
0.28758, 0
0.28759, 1
0.28761, 0
0.28762, 1
0.28763, 0
0.28764, 1
0.28766, 0
0.28767, 1
0.28771, 0
0.28772, 1
0.28774, 0
0.28775, 1
0.28776, 0
0.28777, 1
0.28779, 0
0.28780, 1
0.28782, 0
0.28783, 1
0.28784, 0
0.28785, 1
0.28787, 0
0.28788, 1
0.28790, 0
0.28791, 1
0.28792, 0
0.28793, 1
0.28795, 0
0.28796, 1
0.28800, 0
0.28801, 1
0.28803, 0
0.28804, 1
0.28805, 0
0.28806, 1
0.28808, 0
0.28809, 1
0.28811, 0
0.28812, 1
0.28813, 0
0.28814, 1
0.28816, 0
0.28817, 1
0.28819, 0
0.28820, 1
0.28821, 0
0.28822, 1
0.28824, 0
0.28825, 1
0.28829, 0
0.28830, 1
0.28832, 0
0.28833, 1
0.28834, 0
0.28835, 1
0.28837, 0
0.28838, 1
0.28840, 0
0.28841, 1
0.28842, 0
0.28843, 1
0.28845, 0
0.28846, 1
0.28848, 0
0.28849, 1
0.28850, 0
0.28851, 1
0.28853, 0
0.28854, 1
0.28858, 0
0.28859, 1
0.28861, 0
0.28862, 1
0.28866, 0
0.28867, 1
0.28869, 0
0.28870, 1
0.28871, 0
0.28872, 1
0.28874, 0
0.28875, 1
0.28877, 0
0.28878, 1
0.28879, 0
0.28880, 1
0.28882, 0
0.28883, 1
0.28885, 0
0.28886, 1
0.28887, 0
0.28888, 1
0.28890, 0
0.28891, 1
0.28895, 0
0.28896, 1
0.28898, 0
0.28899, 1
0.28900, 0
0.28901, 1
0.28903, 0
0.28904, 1
0.28906, 0
0.28907, 1
0.28908, 0
0.28909, 1
0.28911, 0
0.28912, 1
0.28914, 0
0.28915, 1
0.28916, 0
0.28917, 1
0.28919, 0
0.28920, 1
0.28924, 0
0.28925, 1
0.28927, 0
0.28928, 1
0.28929, 0
0.28930, 1
0.28932, 0
0.28933, 1
0.28935, 0
0.28936, 1
0.28937, 0
0.28938, 1
0.28940, 0
0.28941, 1
0.28943, 0
0.28944, 1
0.28945, 0
0.28946, 1
0.28948, 0
0.28949, 1
0.28953, 0
0.28954, 1
0.28956, 0
0.28957, 1
0.28958, 0
0.28959, 1
0.28961, 0
0.28962, 1
0.28964, 0
0.28965, 1
0.28966, 0
0.28967, 1
0.28969, 0
0.28970, 1
0.28972, 0
0.28973, 1
0.28974, 0
0.28975, 1
0.28977, 0
0.28978, 1
0.28982, 0
0.28983, 1
0.28985, 0
0.28986, 1
0.28987, 0
0.28988, 1
0.28990, 0
0.28991, 1
0.28993, 0
0.28994, 1
0.28995, 0
0.28996, 1
0.28998, 0
0.28999, 1
0.29001, 0
0.29002, 1
0.29003, 0
0.29004, 1
0.29006, 0
0.29007, 1
0.29011, 0
0.29012, 1
0.29014, 0
0.29015, 1
0.29019, 0
0.29020, 1
0.29022, 0
0.29023, 1
0.29024, 0
0.29025, 1
0.29027, 0
0.29028, 1
0.29030, 0
0.29031, 1
0.29032, 0
0.29033, 1
0.29035, 0
0.29036, 1
0.29040, 0
0.29041, 1
0.29043, 0
0.29044, 1
0.29045, 0
0.29046, 1
0.29048, 0
0.29049, 1
0.29051, 0
0.29052, 1
0.29053, 0
0.29054, 1
0.29056, 0
0.29057, 1
0.29059, 0
0.29060, 1
0.29061, 0
0.29062, 1
0.29064, 0
0.29065, 1
0.29067, 0
0.29068, 1
0.29069, 0
0.29070, 1
0.29072, 0
0.29073, 1
0.29077, 0
0.29078, 1
0.29080, 0
0.29081, 1
0.29082, 0
0.29083, 1
0.29085, 0
0.29086, 1
0.29088, 0
0.29089, 1
0.29090, 0
0.29091, 1
0.29093, 0
0.29094, 1
0.29096, 0
0.29097, 1
0.29098, 0
0.29099, 1
0.29101, 0
0.29102, 1
0.29106, 0
0.29107, 1
0.29109, 0
0.29110, 1
0.29111, 0
0.29112, 1
0.29114, 0
0.29115, 1
0.29117, 0
0.29118, 1
0.29119, 0
0.29120, 1
0.29122, 0
0.29123, 1
0.29125, 0
0.29126, 1
0.29127, 0
0.29128, 1
0.29130, 0
0.29131, 1
0.29135, 0
0.29136, 1
0.29138, 0
0.29139, 1
0.29143, 0
0.29144, 1
0.29146, 0
0.29147, 1
0.29148, 0
0.29149, 1
0.29151, 0
0.29152, 1
0.29154, 0
0.29155, 1
0.29156, 0
0.29157, 1
0.29159, 0
0.29160, 1
0.29164, 0
0.29165, 1
0.29167, 0
0.29168, 1
0.29169, 0
0.29170, 1
0.29172, 0
0.29173, 1
0.29175, 0
0.29176, 1
0.29177, 0
0.29178, 1
0.29180, 0
0.29181, 1
0.29183, 0
0.29184, 1
0.29185, 0
0.29186, 1
0.29188, 0
0.29189, 1
0.29191, 0
0.29192, 1
0.29193, 0
